episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-0.3677018835012603,-0.5515883622780965,-0.48697193002519673,287.0,15,5,4305,0,4305,False,15,1,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_09-34-48,1651131288,600.983006477356,600.983006477356,2922135,worker-1,10.153.51.177,600.983006477356,0,1,"[-0.42126562705867565, -0.47042175425956784, -0.5084560077824939, -0.4868922320781574, -0.3677018835012603, -0.5512200865177664, -0.5515883622780965, -0.40371509926830684, -0.5210043965083698, -0.47732814000213103, -0.4826197265605335, -0.5219830267766528, -0.49171528786881086, -0.5282727804260955, -0.5203945394910334]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",7.976538565208629,200.3429592623788,4.198470856916599,5.169099721443902,0.0,190179.35,22.637,951.563,4524.134,409714.434,10.507,164.767,4305,4305,4305,4305,16.803337306317044,20.0,0.20000000000000004,0.00040000000000000013,-0.02307622396073191,3.9024483835832636e-05,0.005779819776571366,0.22384516952013728,0.015816200502314418,2.1372206007591403,0.015000000000000005
-0.36121887525090807,-0.6125923591476246,-0.47461151294777193,287.0,15,5,8610,0,8610,False,30,2,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_09-44-50,1651131890,601.3508236408234,1202.3338301181793,2922135,worker-1,10.153.51.177,1202.3338301181793,0,2,"[-0.42126562705867565, -0.47042175425956784, -0.5084560077824939, -0.4868922320781574, -0.3677018835012603, -0.5512200865177664, -0.5515883622780965, -0.40371509926830684, -0.5210043965083698, -0.47732814000213103, -0.4826197265605335, -0.5219830267766528, -0.49171528786881086, -0.5282727804260955, -0.5203945394910334, -0.4993237561768767, -0.48630976006754617, -0.4567609393571529, -0.36121887525090807, -0.5622892218477817, -0.6125923591476246, -0.44164744606535317, -0.43325643075171527, -0.4987137727928162, -0.3746689082807976, -0.4672654639872902, -0.44622405412710126, -0.5077641201517403, -0.37018740912600917, -0.41554392092449244]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",7.3555489973203985,190.461007642704,4.030310639715926,5.000116864150298,0.0,376507.266,11.434,921.047,4674.028,429195.971,10.03,156.625,8610,8610,8610,8610,16.770489844683393,20.0,0.20000000000000004,0.00040000000000000013,-0.030146704827708128,-0.0013948745695627005,0.0012503595267771008,0.24998099021237305,0.011607490401161725,2.154912554615676,0.015000000000000005
-0.36121887525090807,-0.6557378954708468,-0.4887283433497771,287.0,15,5,12915,0,12915,False,45,3,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_09-54-48,1651132488,597.823858499527,1800.1576886177063,2922135,worker-1,10.153.51.177,1800.1576886177063,0,3,"[-0.42126562705867565, -0.47042175425956784, -0.5084560077824939, -0.4868922320781574, -0.3677018835012603, -0.5512200865177664, -0.5515883622780965, -0.40371509926830684, -0.5210043965083698, -0.47732814000213103, -0.4826197265605335, -0.5219830267766528, -0.49171528786881086, -0.5282727804260955, -0.5203945394910334, -0.4993237561768767, -0.48630976006754617, -0.4567609393571529, -0.36121887525090807, -0.5622892218477817, -0.6125923591476246, -0.44164744606535317, -0.43325643075171527, -0.4987137727928162, -0.3746689082807976, -0.4672654639872902, -0.44622405412710126, -0.5077641201517403, -0.37018740912600917, -0.41554392092449244, -0.4900616407494149, -0.6515915262419893, -0.6557378954708468, -0.480986890183285, -0.46714751795889087, -0.4806515695349236, -0.4711290049791351, -0.44666198638649657, -0.4734197404314122, -0.47721604025840086, -0.6256617568827222, -0.46897302548891084, -0.49143858446842126, -0.49377922190227186, -0.5799736613696933]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",7.0855011065924955,184.54398489837098,3.921129621628361,4.820856034521321,0.0,450449.699,9.557,928.757,4635.229,435565.723,9.884,158.543,12915,12915,12915,12915,16.77496991576414,20.0,0.20000000000000004,0.00040000000000000013,-0.04418736622582667,-0.015475246026133649,0.0009832182212522465,0.26920069672844626,0.00950678618517452,2.106446367803246,0.015000000000000005
-0.33866216096154733,-0.6557378954708468,-0.4884115424137348,287.0,15,5,17220,0,17220,False,60,4,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_10-04-50,1651133090,601.433349609375,2401.5910382270813,2922135,worker-1,10.153.51.177,2401.5910382270813,0,4,"[-0.42126562705867565, -0.47042175425956784, -0.5084560077824939, -0.4868922320781574, -0.3677018835012603, -0.5512200865177664, -0.5515883622780965, -0.40371509926830684, -0.5210043965083698, -0.47732814000213103, -0.4826197265605335, -0.5219830267766528, -0.49171528786881086, -0.5282727804260955, -0.5203945394910334, -0.4993237561768767, -0.48630976006754617, -0.4567609393571529, -0.36121887525090807, -0.5622892218477817, -0.6125923591476246, -0.44164744606535317, -0.43325643075171527, -0.4987137727928162, -0.3746689082807976, -0.4672654639872902, -0.44622405412710126, -0.5077641201517403, -0.37018740912600917, -0.41554392092449244, -0.4900616407494149, -0.6515915262419893, -0.6557378954708468, -0.480986890183285, -0.46714751795889087, -0.4806515695349236, -0.4711290049791351, -0.44666198638649657, -0.4734197404314122, -0.47721604025840086, -0.6256617568827222, -0.46897302548891084, -0.49143858446842126, -0.49377922190227186, -0.5799736613696933, -0.46966736825901506, -0.6390467152717684, -0.5202247762677031, -0.4987545850395001, -0.4995316665731618, -0.33866216096154733, -0.42571758073745475, -0.4792848258885901, -0.5375991052895487, -0.5720903061203958, -0.484452626449345, -0.44999105101149584, -0.4772923761034838, -0.4709276761336708, -0.4486742739774352]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",6.915836941885107,180.18425201735673,3.80222607074309,4.73074995322722,0.0,485853.516,8.861,870.256,4946.822,441206.598,9.757,153.163,17220,17220,17220,17220,16.706347305389222,20.0,0.20000000000000004,0.00040000000000000013,-0.04068576183565187,-0.011364779471316271,0.0007043760501158367,-0.07322930181869353,0.0070696753852927535,2.095952938060568,0.015000000000000005
-0.33866216096154733,-0.6557378954708468,-0.4866074399584057,287.0,15,5,21525,0,21525,False,75,5,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_10-14-44,1651133684,594.5484991073608,2996.139537334442,2922135,worker-1,10.153.51.177,2996.139537334442,0,5,"[-0.42126562705867565, -0.47042175425956784, -0.5084560077824939, -0.4868922320781574, -0.3677018835012603, -0.5512200865177664, -0.5515883622780965, -0.40371509926830684, -0.5210043965083698, -0.47732814000213103, -0.4826197265605335, -0.5219830267766528, -0.49171528786881086, -0.5282727804260955, -0.5203945394910334, -0.4993237561768767, -0.48630976006754617, -0.4567609393571529, -0.36121887525090807, -0.5622892218477817, -0.6125923591476246, -0.44164744606535317, -0.43325643075171527, -0.4987137727928162, -0.3746689082807976, -0.4672654639872902, -0.44622405412710126, -0.5077641201517403, -0.37018740912600917, -0.41554392092449244, -0.4900616407494149, -0.6515915262419893, -0.6557378954708468, -0.480986890183285, -0.46714751795889087, -0.4806515695349236, -0.4711290049791351, -0.44666198638649657, -0.4734197404314122, -0.47721604025840086, -0.6256617568827222, -0.46897302548891084, -0.49143858446842126, -0.49377922190227186, -0.5799736613696933, -0.46966736825901506, -0.6390467152717684, -0.5202247762677031, -0.4987545850395001, -0.4995316665731618, -0.33866216096154733, -0.42571758073745475, -0.4792848258885901, -0.5375991052895487, -0.5720903061203958, -0.484452626449345, -0.44999105101149584, -0.4772923761034838, -0.4709276761336708, -0.4486742739774352, -0.35519207189863905, -0.4786557534358772, -0.3922068874704812, -0.4150242691361839, -0.4913877579234759, -0.5227830391550194, -0.5891771270036665, -0.5153740482320088, -0.45118212055351026, -0.45238655062998134, -0.6385061093248297, -0.4847591107217017, -0.4401219276866543, -0.47982070023997847, -0.4842879786443392]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",6.795231557133228,176.64427613124553,3.725172722645011,4.662226760815539,0.0,507875.941,8.476,846.297,5086.867,444325.606,9.689,152.178,21525,21525,21525,21525,16.783192261185008,20.0,0.20000000000000004,0.00040000000000000013,-0.023515880085537306,0.006238337598989172,0.00039908315565657124,-0.2347125795152452,0.006312046726751926,2.094380769825945,0.015000000000000005
-0.24764597274524433,-0.6557378954708468,-0.48343790043343454,287.0,15,5,25830,0,25830,False,90,6,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_10-24-16,1651134256,571.3291296958923,3567.4686670303345,2922135,worker-1,10.153.51.177,3567.4686670303345,0,6,"[-0.42126562705867565, -0.47042175425956784, -0.5084560077824939, -0.4868922320781574, -0.3677018835012603, -0.5512200865177664, -0.5515883622780965, -0.40371509926830684, -0.5210043965083698, -0.47732814000213103, -0.4826197265605335, -0.5219830267766528, -0.49171528786881086, -0.5282727804260955, -0.5203945394910334, -0.4993237561768767, -0.48630976006754617, -0.4567609393571529, -0.36121887525090807, -0.5622892218477817, -0.6125923591476246, -0.44164744606535317, -0.43325643075171527, -0.4987137727928162, -0.3746689082807976, -0.4672654639872902, -0.44622405412710126, -0.5077641201517403, -0.37018740912600917, -0.41554392092449244, -0.4900616407494149, -0.6515915262419893, -0.6557378954708468, -0.480986890183285, -0.46714751795889087, -0.4806515695349236, -0.4711290049791351, -0.44666198638649657, -0.4734197404314122, -0.47721604025840086, -0.6256617568827222, -0.46897302548891084, -0.49143858446842126, -0.49377922190227186, -0.5799736613696933, -0.46966736825901506, -0.6390467152717684, -0.5202247762677031, -0.4987545850395001, -0.4995316665731618, -0.33866216096154733, -0.42571758073745475, -0.4792848258885901, -0.5375991052895487, -0.5720903061203958, -0.484452626449345, -0.44999105101149584, -0.4772923761034838, -0.4709276761336708, -0.4486742739774352, -0.35519207189863905, -0.4786557534358772, -0.3922068874704812, -0.4150242691361839, -0.4913877579234759, -0.5227830391550194, -0.5891771270036665, -0.5153740482320088, -0.45118212055351026, -0.45238655062998134, -0.6385061093248297, -0.4847591107217017, -0.4401219276866543, -0.47982070023997847, -0.4842879786443392, -0.48141067094568574, -0.46279290519219884, -0.47826031927303914, -0.4854199920083872, -0.5499607283342726, -0.47239139131390023, -0.44585078674121076, -0.4345097128963645, -0.3846569331840924, -0.48241300034893103, -0.5953368091501636, -0.5430967729688035, -0.47434723950671914, -0.24764597274524433, -0.47575980751966784]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",6.702945412405739,173.56473914617328,3.66992183167861,4.610086023762465,0.0,521288.593,8.258,867.68,4961.507,443520.591,9.706,173.768,25830,25830,25830,25830,16.792947103274557,20.0,0.20000000000000004,0.00040000000000000013,-0.034522640477452016,-0.006342096660624851,0.0003859556904008243,-0.05216969944009877,0.008955862740449292,2.0238448884752063,0.015000000000000005
-0.24764597274524433,-0.6557378954708468,-0.48330738689316893,287.0,15,5,30135,0,30135,False,105,7,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_10-34-04,1651134844,587.505793094635,4154.9744601249695,2922135,worker-1,10.153.51.177,4154.9744601249695,0,7,"[-0.5512200865177664, -0.5515883622780965, -0.40371509926830684, -0.5210043965083698, -0.47732814000213103, -0.4826197265605335, -0.5219830267766528, -0.49171528786881086, -0.5282727804260955, -0.5203945394910334, -0.4993237561768767, -0.48630976006754617, -0.4567609393571529, -0.36121887525090807, -0.5622892218477817, -0.6125923591476246, -0.44164744606535317, -0.43325643075171527, -0.4987137727928162, -0.3746689082807976, -0.4672654639872902, -0.44622405412710126, -0.5077641201517403, -0.37018740912600917, -0.41554392092449244, -0.4900616407494149, -0.6515915262419893, -0.6557378954708468, -0.480986890183285, -0.46714751795889087, -0.4806515695349236, -0.4711290049791351, -0.44666198638649657, -0.4734197404314122, -0.47721604025840086, -0.6256617568827222, -0.46897302548891084, -0.49143858446842126, -0.49377922190227186, -0.5799736613696933, -0.46966736825901506, -0.6390467152717684, -0.5202247762677031, -0.4987545850395001, -0.4995316665731618, -0.33866216096154733, -0.42571758073745475, -0.4792848258885901, -0.5375991052895487, -0.5720903061203958, -0.484452626449345, -0.44999105101149584, -0.4772923761034838, -0.4709276761336708, -0.4486742739774352, -0.35519207189863905, -0.4786557534358772, -0.3922068874704812, -0.4150242691361839, -0.4913877579234759, -0.5227830391550194, -0.5891771270036665, -0.5153740482320088, -0.45118212055351026, -0.45238655062998134, -0.6385061093248297, -0.4847591107217017, -0.4401219276866543, -0.47982070023997847, -0.4842879786443392, -0.48141067094568574, -0.46279290519219884, -0.47826031927303914, -0.4854199920083872, -0.5499607283342726, -0.47239139131390023, -0.44585078674121076, -0.4345097128963645, -0.3846569331840924, -0.48241300034893103, -0.5953368091501636, -0.5430967729688035, -0.47434723950671914, -0.24764597274524433, -0.47575980751966784, -0.4929940551187493, -0.36094974170242494, -0.4044374339493121, -0.4864340971093175, -0.4560610116642455, -0.47754868146790475, -0.48347543999828096, -0.4225690423957313, -0.43001388417432995, -0.5523447673655338, -0.48835630208203873, -0.557504074080117, -0.5147418809199684, -0.4377788300593039, -0.5108559129006807]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",6.609952650536374,169.79232268957807,3.6167878467057024,4.610009468702765,0.0,531521.696,8.099,836.035,5149.306,442297.651,9.733,171.624,30135,30135,30135,30135,16.750550795593632,20.0,0.20000000000000004,0.00040000000000000013,-0.028936001551534505,-0.0002769201203729167,0.00042594928765832474,-0.4200841214319672,0.0083794599145306,2.050728225467181,0.015000000000000005
-0.24764597274524433,-0.6557378954708468,-0.47722682840064884,287.0,15,5,34440,0,34440,False,120,8,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_10-44-01,1651135441,597.4042963981628,4752.378756523132,2922135,worker-1,10.153.51.177,4752.378756523132,0,8,"[-0.6125923591476246, -0.44164744606535317, -0.43325643075171527, -0.4987137727928162, -0.3746689082807976, -0.4672654639872902, -0.44622405412710126, -0.5077641201517403, -0.37018740912600917, -0.41554392092449244, -0.4900616407494149, -0.6515915262419893, -0.6557378954708468, -0.480986890183285, -0.46714751795889087, -0.4806515695349236, -0.4711290049791351, -0.44666198638649657, -0.4734197404314122, -0.47721604025840086, -0.6256617568827222, -0.46897302548891084, -0.49143858446842126, -0.49377922190227186, -0.5799736613696933, -0.46966736825901506, -0.6390467152717684, -0.5202247762677031, -0.4987545850395001, -0.4995316665731618, -0.33866216096154733, -0.42571758073745475, -0.4792848258885901, -0.5375991052895487, -0.5720903061203958, -0.484452626449345, -0.44999105101149584, -0.4772923761034838, -0.4709276761336708, -0.4486742739774352, -0.35519207189863905, -0.4786557534358772, -0.3922068874704812, -0.4150242691361839, -0.4913877579234759, -0.5227830391550194, -0.5891771270036665, -0.5153740482320088, -0.45118212055351026, -0.45238655062998134, -0.6385061093248297, -0.4847591107217017, -0.4401219276866543, -0.47982070023997847, -0.4842879786443392, -0.48141067094568574, -0.46279290519219884, -0.47826031927303914, -0.4854199920083872, -0.5499607283342726, -0.47239139131390023, -0.44585078674121076, -0.4345097128963645, -0.3846569331840924, -0.48241300034893103, -0.5953368091501636, -0.5430967729688035, -0.47434723950671914, -0.24764597274524433, -0.47575980751966784, -0.4929940551187493, -0.36094974170242494, -0.4044374339493121, -0.4864340971093175, -0.4560610116642455, -0.47754868146790475, -0.48347543999828096, -0.4225690423957313, -0.43001388417432995, -0.5523447673655338, -0.48835630208203873, -0.557504074080117, -0.5147418809199684, -0.4377788300593039, -0.5108559129006807, -0.47897630519260526, -0.5245633572871718, -0.5066059226363491, -0.39463075218998184, -0.5101899060188068, -0.3989412537876387, -0.46173437337970047, -0.4755653460537736, -0.39583662754808707, -0.4033509949265395, -0.42238875915777485, -0.4144724620898545, -0.423585536721236, -0.48606899458730257, -0.5107775575692255]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",6.374517473919494,164.1584672463305,3.492884077707982,4.471029411179569,0.0,535784.78,8.035,828.337,5197.162,445359.066,9.666,170.98,34440,34440,34440,34440,16.737801932367148,20.0,0.20000000000000004,0.00040000000000000013,-0.034564987312287396,-0.007249860747745543,0.00031668459631772645,-0.09070533297278664,0.007194929809015041,1.9380531986554463,0.015000000000000005
-0.24764597274524433,-0.6390467152717684,-0.4777512932682075,287.0,15,5,38745,0,38745,False,135,9,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_10-54-01,1651136041,599.8779582977295,5352.256714820862,2922135,worker-1,10.153.51.177,5352.256714820862,0,9,"[-0.4806515695349236, -0.4711290049791351, -0.44666198638649657, -0.4734197404314122, -0.47721604025840086, -0.6256617568827222, -0.46897302548891084, -0.49143858446842126, -0.49377922190227186, -0.5799736613696933, -0.46966736825901506, -0.6390467152717684, -0.5202247762677031, -0.4987545850395001, -0.4995316665731618, -0.33866216096154733, -0.42571758073745475, -0.4792848258885901, -0.5375991052895487, -0.5720903061203958, -0.484452626449345, -0.44999105101149584, -0.4772923761034838, -0.4709276761336708, -0.4486742739774352, -0.35519207189863905, -0.4786557534358772, -0.3922068874704812, -0.4150242691361839, -0.4913877579234759, -0.5227830391550194, -0.5891771270036665, -0.5153740482320088, -0.45118212055351026, -0.45238655062998134, -0.6385061093248297, -0.4847591107217017, -0.4401219276866543, -0.47982070023997847, -0.4842879786443392, -0.48141067094568574, -0.46279290519219884, -0.47826031927303914, -0.4854199920083872, -0.5499607283342726, -0.47239139131390023, -0.44585078674121076, -0.4345097128963645, -0.3846569331840924, -0.48241300034893103, -0.5953368091501636, -0.5430967729688035, -0.47434723950671914, -0.24764597274524433, -0.47575980751966784, -0.4929940551187493, -0.36094974170242494, -0.4044374339493121, -0.4864340971093175, -0.4560610116642455, -0.47754868146790475, -0.48347543999828096, -0.4225690423957313, -0.43001388417432995, -0.5523447673655338, -0.48835630208203873, -0.557504074080117, -0.5147418809199684, -0.4377788300593039, -0.5108559129006807, -0.47897630519260526, -0.5245633572871718, -0.5066059226363491, -0.39463075218998184, -0.5101899060188068, -0.3989412537876387, -0.46173437337970047, -0.4755653460537736, -0.39583662754808707, -0.4033509949265395, -0.42238875915777485, -0.4144724620898545, -0.423585536721236, -0.48606899458730257, -0.5107775575692255, -0.5216388045497781, -0.4868524850882688, -0.4753447026540199, -0.45098925567823017, -0.5540634420664164, -0.4591571230186339, -0.47496925575723575, -0.5576388070857982, -0.49745562669952204, -0.4676617735954437, -0.4773149873949812, -0.4825305885270455, -0.5603896143362559, -0.4511557858593716, -0.4486735904042232]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",6.248052732075886,160.38821657352096,3.419513646242207,4.359794479228066,0.0,541552.213,7.949,822.914,5231.41,449117.68,9.585,170.085,38745,38745,38745,38745,16.79903961584634,20.0,0.20000000000000004,0.00040000000000000013,-0.04191743708450836,-0.014291291076693193,0.00032454515546691476,0.2875884685853515,0.008022121094710876,1.9703410400284662,0.015000000000000005
-0.24764597274524433,-0.6964917570207564,-0.47129671424977077,287.0,15,5,43050,0,43050,False,150,10,ac3c1_00004,209d723c795343a9a508ad6b0f801283,2022-04-28_11-03-50,1651136630,588.1808817386627,5940.4375965595245,2922135,worker-1,10.153.51.177,5940.4375965595245,0,10,"[-0.33866216096154733, -0.42571758073745475, -0.4792848258885901, -0.5375991052895487, -0.5720903061203958, -0.484452626449345, -0.44999105101149584, -0.4772923761034838, -0.4709276761336708, -0.4486742739774352, -0.35519207189863905, -0.4786557534358772, -0.3922068874704812, -0.4150242691361839, -0.4913877579234759, -0.5227830391550194, -0.5891771270036665, -0.5153740482320088, -0.45118212055351026, -0.45238655062998134, -0.6385061093248297, -0.4847591107217017, -0.4401219276866543, -0.47982070023997847, -0.4842879786443392, -0.48141067094568574, -0.46279290519219884, -0.47826031927303914, -0.4854199920083872, -0.5499607283342726, -0.47239139131390023, -0.44585078674121076, -0.4345097128963645, -0.3846569331840924, -0.48241300034893103, -0.5953368091501636, -0.5430967729688035, -0.47434723950671914, -0.24764597274524433, -0.47575980751966784, -0.4929940551187493, -0.36094974170242494, -0.4044374339493121, -0.4864340971093175, -0.4560610116642455, -0.47754868146790475, -0.48347543999828096, -0.4225690423957313, -0.43001388417432995, -0.5523447673655338, -0.48835630208203873, -0.557504074080117, -0.5147418809199684, -0.4377788300593039, -0.5108559129006807, -0.47897630519260526, -0.5245633572871718, -0.5066059226363491, -0.39463075218998184, -0.5101899060188068, -0.3989412537876387, -0.46173437337970047, -0.4755653460537736, -0.39583662754808707, -0.4033509949265395, -0.42238875915777485, -0.4144724620898545, -0.423585536721236, -0.48606899458730257, -0.5107775575692255, -0.5216388045497781, -0.4868524850882688, -0.4753447026540199, -0.45098925567823017, -0.5540634420664164, -0.4591571230186339, -0.47496925575723575, -0.5576388070857982, -0.49745562669952204, -0.4676617735954437, -0.4773149873949812, -0.4825305885270455, -0.5603896143362559, -0.4511557858593716, -0.4486735904042232, -0.45899549930674466, -0.6964917570207564, -0.3366181568737793, -0.5520637824679238, -0.3996857065646712, -0.39490445067344154, -0.5021480976878466, -0.4331441821121251, -0.4786683615202482, -0.39764305606776273, -0.41948166005843057, -0.4186225568596821, -0.4947158215853292, -0.5645199746788684, -0.44296873779226237]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",6.125167800284341,157.20250949386204,3.3677783688996126,4.290066398614151,0.0,546923.148,7.871,825.54,5214.768,451440.01,9.536,168.029,43050,43050,43050,43050,16.79264705882353,20.000122549019608,0.20000000000000004,0.00040000000000000013,-0.041597668826374265,-0.013581837800265563,0.00028016710997634975,0.35767601361178386,0.007217597901530556,1.9826345702614447,0.015000000000000005
