episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
-0.3339743983133908,-0.6200559455152251,-0.46585524598750555,287.0,14,0,4018,0,4018,False,14,1,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_16-31-11,1651069871,573.4394755363464,573.4394755363464,2741673,worker-1,10.153.51.177,573.4394755363464,0,1,"[-0.4835889531535653, -0.43596484543571845, -0.4806455696009927, -0.43686261022182493, -0.39691504422630264, -0.4587965429092199, -0.4653817871424201, -0.3339743983133908, -0.6200559455152251, -0.4663574447193553, -0.41067651991843296, -0.5942652380113033, -0.43176221039185925, -0.5067263342654674]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",2.3174323855303034,76.18507884515108,1.2498157598035609,1.546066891171203,0.0,327468.95,12.27,631.32,6364.445,245366.205,16.376,4018,4018,4018,4018,22.83440594059406,20.928712871287132,0.20000000000000004,0.00040000000000000013,-0.013426811558504899,-0.010364592644155667,0.024845756783784593,0.09632748083401751,0.01952483911048806,2.120862945305404,0.015000000000000005
-0.2917947980394528,-0.6200559455152251,-0.4631652875518007,287.0,14,0,8036,0,8036,False,28,2,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_16-38-48,1651070328,456.6924810409546,1030.131956577301,2741673,worker-1,10.153.51.177,1030.131956577301,0,2,"[-0.4835889531535653, -0.43596484543571845, -0.4806455696009927, -0.43686261022182493, -0.39691504422630264, -0.4587965429092199, -0.4653817871424201, -0.3339743983133908, -0.6200559455152251, -0.4663574447193553, -0.41067651991843296, -0.5942652380113033, -0.43176221039185925, -0.5067263342654674, -0.4028868155825189, -0.4586198867313926, -0.5815992302163916, -0.48104938261985397, -0.5009162239088757, -0.48642374989824355, -0.3707294998659984, -0.5492588777004486, -0.4812177238048935, -0.47942472324888663, -0.2917947980394528, -0.48535941181395476, -0.4149819840376302, -0.4623923001567995]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",2.2906089903522435,76.19954492849513,1.193763885696794,1.5452562275767947,0.0,449946.761,8.93,489.577,8207.088,187784.411,21.397,8036,8036,8036,8036,22.454095826893354,20.849768160741885,0.20000000000000004,0.00040000000000000013,-0.028272937013897846,-0.010205470770597459,0.010059615588256894,-0.07806363618502053,0.01389486475292811,2.0604036717004672,0.015000000000000005
-0.2917947980394528,-0.6200559455152251,-0.4597033329421996,287.0,14,0,12054,0,12054,False,42,3,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_16-43-33,1651070613,284.8762094974518,1315.0081660747528,2741673,worker-1,10.153.51.177,1315.0081660747528,0,3,"[-0.4835889531535653, -0.43596484543571845, -0.4806455696009927, -0.43686261022182493, -0.39691504422630264, -0.4587965429092199, -0.4653817871424201, -0.3339743983133908, -0.6200559455152251, -0.4663574447193553, -0.41067651991843296, -0.5942652380113033, -0.43176221039185925, -0.5067263342654674, -0.4028868155825189, -0.4586198867313926, -0.5815992302163916, -0.48104938261985397, -0.5009162239088757, -0.48642374989824355, -0.3707294998659984, -0.5492588777004486, -0.4812177238048935, -0.47942472324888663, -0.2917947980394528, -0.48535941181395476, -0.4149819840376302, -0.4623923001567995, -0.5048840623709661, -0.4267236918942894, -0.4501181127389292, -0.45296349550596543, -0.5055805579832171, -0.46969293915966803, -0.4376285409770903, -0.3689215824185049, -0.4807930791621045, -0.4093057778516777, -0.44388235194561004, -0.48426031244797985, -0.46729954192295564, -0.4368578857430102]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",2.1608582342355804,71.9517206553847,1.108248002269058,1.4595623101651793,0.0,397724.945,10.102,372.525,10785.859,165876.616,24.223,12054,12054,12054,12054,21.310396039603965,20.394306930693073,0.20000000000000004,0.00040000000000000013,-0.030646828970601482,-0.010493247387229756,0.008918708337750035,-0.18146049604620984,0.011228295907321079,2.087863286079899,0.015000000000000005
-0.2917947980394528,-0.6200559455152251,-0.4655921244529933,287.0,14,0,16072,0,16072,False,56,4,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_16-48-21,1651070901,287.6544449329376,1602.6626110076904,2741673,worker-1,10.153.51.177,1602.6626110076904,0,4,"[-0.4835889531535653, -0.43596484543571845, -0.4806455696009927, -0.43686261022182493, -0.39691504422630264, -0.4587965429092199, -0.4653817871424201, -0.3339743983133908, -0.6200559455152251, -0.4663574447193553, -0.41067651991843296, -0.5942652380113033, -0.43176221039185925, -0.5067263342654674, -0.4028868155825189, -0.4586198867313926, -0.5815992302163916, -0.48104938261985397, -0.5009162239088757, -0.48642374989824355, -0.3707294998659984, -0.5492588777004486, -0.4812177238048935, -0.47942472324888663, -0.2917947980394528, -0.48535941181395476, -0.4149819840376302, -0.4623923001567995, -0.5048840623709661, -0.4267236918942894, -0.4501181127389292, -0.45296349550596543, -0.5055805579832171, -0.46969293915966803, -0.4376285409770903, -0.3689215824185049, -0.4807930791621045, -0.4093057778516777, -0.44388235194561004, -0.48426031244797985, -0.46729954192295564, -0.4368578857430102, -0.42101596410196307, -0.5101728116890779, -0.47161284120737235, -0.5012880029904322, -0.5910447675677342, -0.5316167341052598, -0.5548594146020415, -0.45664042640778557, -0.4418061391102591, -0.5226237170677608, -0.5226467109555467, -0.5376787242871832, -0.34399498296786357, -0.3586177487349588]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",2.0578607220259566,68.25705564289899,1.0431647346888273,1.390203216829873,0.0,370143.96,10.855,311.1,12915.468,155004.495,25.922,16072,16072,16072,16072,21.30246305418719,19.577093596059107,0.20000000000000004,0.00040000000000000013,-0.03588388355508927,-0.015161695683835656,0.008024557013715567,-0.1987521368329243,0.013675109463634618,2.0987844915800196,0.015000000000000005
-0.2917947980394528,-0.6200559455152251,-0.46431807932855906,287.0,14,0,20090,0,20090,False,70,5,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_16-53-03,1651071183,281.8195381164551,1884.4821491241455,2741673,worker-1,10.153.51.177,1884.4821491241455,0,5,"[-0.4835889531535653, -0.43596484543571845, -0.4806455696009927, -0.43686261022182493, -0.39691504422630264, -0.4587965429092199, -0.4653817871424201, -0.3339743983133908, -0.6200559455152251, -0.4663574447193553, -0.41067651991843296, -0.5942652380113033, -0.43176221039185925, -0.5067263342654674, -0.4028868155825189, -0.4586198867313926, -0.5815992302163916, -0.48104938261985397, -0.5009162239088757, -0.48642374989824355, -0.3707294998659984, -0.5492588777004486, -0.4812177238048935, -0.47942472324888663, -0.2917947980394528, -0.48535941181395476, -0.4149819840376302, -0.4623923001567995, -0.5048840623709661, -0.4267236918942894, -0.4501181127389292, -0.45296349550596543, -0.5055805579832171, -0.46969293915966803, -0.4376285409770903, -0.3689215824185049, -0.4807930791621045, -0.4093057778516777, -0.44388235194561004, -0.48426031244797985, -0.46729954192295564, -0.4368578857430102, -0.42101596410196307, -0.5101728116890779, -0.47161284120737235, -0.5012880029904322, -0.5910447675677342, -0.5316167341052598, -0.5548594146020415, -0.45664042640778557, -0.4418061391102591, -0.5226237170677608, -0.5226467109555467, -0.5376787242871832, -0.34399498296786357, -0.3586177487349588, -0.469381940111736, -0.4757468479204611, -0.2975158064319582, -0.46572531291981545, -0.4800121679653972, -0.40034908652619483, -0.5431803794596878, -0.5294167942489714, -0.45699118051968396, -0.4502927018893801, -0.4157572914684571, -0.5335181626148069, -0.44810980952167495, -0.4631091020332883]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.9718881979049907,65.2626665980522,0.99850784368448,1.331276251522919,0.0,353090.708,11.38,276.169,14549.064,147884.99,27.17,20090,20090,20090,20090,21.4875,19.22675,0.20000000000000004,0.00040000000000000013,-0.032613071078254334,-0.010105473524139773,0.006388955258307271,-0.13187794390545096,0.008862198670595393,2.0445996006329854,0.015000000000000005
-0.2917947980394528,-0.6200559455152251,-0.4673371415769406,287.0,14,0,24108,0,24108,False,84,6,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_16-57-43,1651071463,280.5738573074341,2165.0560064315796,2741673,worker-1,10.153.51.177,2165.0560064315796,0,6,"[-0.4835889531535653, -0.43596484543571845, -0.4806455696009927, -0.43686261022182493, -0.39691504422630264, -0.4587965429092199, -0.4653817871424201, -0.3339743983133908, -0.6200559455152251, -0.4663574447193553, -0.41067651991843296, -0.5942652380113033, -0.43176221039185925, -0.5067263342654674, -0.4028868155825189, -0.4586198867313926, -0.5815992302163916, -0.48104938261985397, -0.5009162239088757, -0.48642374989824355, -0.3707294998659984, -0.5492588777004486, -0.4812177238048935, -0.47942472324888663, -0.2917947980394528, -0.48535941181395476, -0.4149819840376302, -0.4623923001567995, -0.5048840623709661, -0.4267236918942894, -0.4501181127389292, -0.45296349550596543, -0.5055805579832171, -0.46969293915966803, -0.4376285409770903, -0.3689215824185049, -0.4807930791621045, -0.4093057778516777, -0.44388235194561004, -0.48426031244797985, -0.46729954192295564, -0.4368578857430102, -0.42101596410196307, -0.5101728116890779, -0.47161284120737235, -0.5012880029904322, -0.5910447675677342, -0.5316167341052598, -0.5548594146020415, -0.45664042640778557, -0.4418061391102591, -0.5226237170677608, -0.5226467109555467, -0.5376787242871832, -0.34399498296786357, -0.3586177487349588, -0.469381940111736, -0.4757468479204611, -0.2975158064319582, -0.46572531291981545, -0.4800121679653972, -0.40034908652619483, -0.5431803794596878, -0.5294167942489714, -0.45699118051968396, -0.4502927018893801, -0.4157572914684571, -0.5335181626148069, -0.44810980952167495, -0.4631091020332883, -0.39537947497055337, -0.3837485221076371, -0.4723602675953529, -0.49513008704787737, -0.6019293312863139, -0.4792377535777119, -0.494204877715676, -0.471116001882521, -0.410063460187951, -0.47780534951548415, -0.49706540909447405, -0.5191146349660788, -0.4850245710804185, -0.5718745984358179]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.9034373699340852,62.82421887509663,0.9628142934065044,1.2823269313327732,0.0,340975.083,11.784,257.523,15602.484,143176.018,28.063,24108,24108,24108,24108,21.36005025125628,19.275125628140707,0.20000000000000004,0.00040000000000000013,-0.03797157132016715,-0.01477981672011396,0.005264576104745692,-0.11037947144559634,0.009745572835519304,2.027029812335968,0.015000000000000005
-0.2917947980394528,-0.6200559455152251,-0.468417098303497,287.0,14,0,28126,0,28126,False,98,7,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_17-02-29,1651071749,285.02223348617554,2450.078239917755,2741673,worker-1,10.153.51.177,2450.078239917755,0,7,"[-0.4835889531535653, -0.43596484543571845, -0.4806455696009927, -0.43686261022182493, -0.39691504422630264, -0.4587965429092199, -0.4653817871424201, -0.3339743983133908, -0.6200559455152251, -0.4663574447193553, -0.41067651991843296, -0.5942652380113033, -0.43176221039185925, -0.5067263342654674, -0.4028868155825189, -0.4586198867313926, -0.5815992302163916, -0.48104938261985397, -0.5009162239088757, -0.48642374989824355, -0.3707294998659984, -0.5492588777004486, -0.4812177238048935, -0.47942472324888663, -0.2917947980394528, -0.48535941181395476, -0.4149819840376302, -0.4623923001567995, -0.5048840623709661, -0.4267236918942894, -0.4501181127389292, -0.45296349550596543, -0.5055805579832171, -0.46969293915966803, -0.4376285409770903, -0.3689215824185049, -0.4807930791621045, -0.4093057778516777, -0.44388235194561004, -0.48426031244797985, -0.46729954192295564, -0.4368578857430102, -0.42101596410196307, -0.5101728116890779, -0.47161284120737235, -0.5012880029904322, -0.5910447675677342, -0.5316167341052598, -0.5548594146020415, -0.45664042640778557, -0.4418061391102591, -0.5226237170677608, -0.5226467109555467, -0.5376787242871832, -0.34399498296786357, -0.3586177487349588, -0.469381940111736, -0.4757468479204611, -0.2975158064319582, -0.46572531291981545, -0.4800121679653972, -0.40034908652619483, -0.5431803794596878, -0.5294167942489714, -0.45699118051968396, -0.4502927018893801, -0.4157572914684571, -0.5335181626148069, -0.44810980952167495, -0.4631091020332883, -0.39537947497055337, -0.3837485221076371, -0.4723602675953529, -0.49513008704787737, -0.6019293312863139, -0.4792377535777119, -0.494204877715676, -0.471116001882521, -0.410063460187951, -0.47780534951548415, -0.49706540909447405, -0.5191146349660788, -0.4850245710804185, -0.5718745984358179, -0.42536494254717794, -0.4814136887643347, -0.3700882086065347, -0.43394403827901057, -0.4844632019752147, -0.533186668995743, -0.40473510322602363, -0.4712129351319763, -0.5732483331576784, -0.45230469259147915, -0.3548692953213782, -0.5492979747321822, -0.506763502305229, -0.6076631556457379]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.8487254774876958,60.823429218689185,0.9325102078210946,1.2437493706136944,0.0,332756.943,12.075,239.562,16772.255,140048.792,28.69,28126,28126,28126,28126,21.154838709677424,19.300000000000004,0.20000000000000004,0.00040000000000000013,-0.042276632609546824,-0.01812149226985952,0.004519056894662176,-0.0957033662385838,0.01029511136239894,2.0488812992649694,0.015000000000000005
-0.2917947980394528,-0.6175284905757311,-0.46804665226494746,287.0,14,0,32144,0,32144,False,112,8,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_17-07-12,1651072032,283.22718930244446,2733.3054292201996,2741673,worker-1,10.153.51.177,2733.3054292201996,0,8,"[-0.43176221039185925, -0.5067263342654674, -0.4028868155825189, -0.4586198867313926, -0.5815992302163916, -0.48104938261985397, -0.5009162239088757, -0.48642374989824355, -0.3707294998659984, -0.5492588777004486, -0.4812177238048935, -0.47942472324888663, -0.2917947980394528, -0.48535941181395476, -0.4149819840376302, -0.4623923001567995, -0.5048840623709661, -0.4267236918942894, -0.4501181127389292, -0.45296349550596543, -0.5055805579832171, -0.46969293915966803, -0.4376285409770903, -0.3689215824185049, -0.4807930791621045, -0.4093057778516777, -0.44388235194561004, -0.48426031244797985, -0.46729954192295564, -0.4368578857430102, -0.42101596410196307, -0.5101728116890779, -0.47161284120737235, -0.5012880029904322, -0.5910447675677342, -0.5316167341052598, -0.5548594146020415, -0.45664042640778557, -0.4418061391102591, -0.5226237170677608, -0.5226467109555467, -0.5376787242871832, -0.34399498296786357, -0.3586177487349588, -0.469381940111736, -0.4757468479204611, -0.2975158064319582, -0.46572531291981545, -0.4800121679653972, -0.40034908652619483, -0.5431803794596878, -0.5294167942489714, -0.45699118051968396, -0.4502927018893801, -0.4157572914684571, -0.5335181626148069, -0.44810980952167495, -0.4631091020332883, -0.39537947497055337, -0.3837485221076371, -0.4723602675953529, -0.49513008704787737, -0.6019293312863139, -0.4792377535777119, -0.494204877715676, -0.471116001882521, -0.410063460187951, -0.47780534951548415, -0.49706540909447405, -0.5191146349660788, -0.4850245710804185, -0.5718745984358179, -0.42536494254717794, -0.4814136887643347, -0.3700882086065347, -0.43394403827901057, -0.4844632019752147, -0.533186668995743, -0.40473510322602363, -0.4712129351319763, -0.5732483331576784, -0.45230469259147915, -0.3548692953213782, -0.5492979747321822, -0.506763502305229, -0.6076631556457379, -0.4849940370216903, -0.4383860704784672, -0.3456643900856969, -0.4377102587230402, -0.45068730114494865, -0.48571761184654777, -0.4616403108344093, -0.42828528879395183, -0.39350790736041125, -0.473670365450417, -0.4969953450560425, -0.6175284905757311, -0.4330712015064791, -0.5354159130419555]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.7398056614576785,57.108953366689846,0.8656998109291177,1.1706175857091932,0.0,326675.599,12.3,226.809,17715.349,137603.26,29.2,32144,32144,32144,32144,21.14228855721393,19.31218905472637,0.20000000000000004,0.00040000000000000013,-0.04118842555069795,-0.019168495026326948,0.0038449903204407316,-0.15720755015650104,0.026454879021364695,2.0770598408996417,0.015000000000000005
-0.2975158064319582,-0.791750141711551,-0.4754802005965227,287.0,14,0,36162,0,36162,False,126,9,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_17-11-58,1651072318,285.8304681777954,3019.135897397995,2741673,worker-1,10.153.51.177,3019.135897397995,0,9,"[-0.4149819840376302, -0.4623923001567995, -0.5048840623709661, -0.4267236918942894, -0.4501181127389292, -0.45296349550596543, -0.5055805579832171, -0.46969293915966803, -0.4376285409770903, -0.3689215824185049, -0.4807930791621045, -0.4093057778516777, -0.44388235194561004, -0.48426031244797985, -0.46729954192295564, -0.4368578857430102, -0.42101596410196307, -0.5101728116890779, -0.47161284120737235, -0.5012880029904322, -0.5910447675677342, -0.5316167341052598, -0.5548594146020415, -0.45664042640778557, -0.4418061391102591, -0.5226237170677608, -0.5226467109555467, -0.5376787242871832, -0.34399498296786357, -0.3586177487349588, -0.469381940111736, -0.4757468479204611, -0.2975158064319582, -0.46572531291981545, -0.4800121679653972, -0.40034908652619483, -0.5431803794596878, -0.5294167942489714, -0.45699118051968396, -0.4502927018893801, -0.4157572914684571, -0.5335181626148069, -0.44810980952167495, -0.4631091020332883, -0.39537947497055337, -0.3837485221076371, -0.4723602675953529, -0.49513008704787737, -0.6019293312863139, -0.4792377535777119, -0.494204877715676, -0.471116001882521, -0.410063460187951, -0.47780534951548415, -0.49706540909447405, -0.5191146349660788, -0.4850245710804185, -0.5718745984358179, -0.42536494254717794, -0.4814136887643347, -0.3700882086065347, -0.43394403827901057, -0.4844632019752147, -0.533186668995743, -0.40473510322602363, -0.4712129351319763, -0.5732483331576784, -0.45230469259147915, -0.3548692953213782, -0.5492979747321822, -0.506763502305229, -0.6076631556457379, -0.4849940370216903, -0.4383860704784672, -0.3456643900856969, -0.4377102587230402, -0.45068730114494865, -0.48571761184654777, -0.4616403108344093, -0.42828528879395183, -0.39350790736041125, -0.473670365450417, -0.4969953450560425, -0.6175284905757311, -0.4330712015064791, -0.5354159130419555, -0.380683518828694, -0.46545519265816654, -0.5170655581838169, -0.7529749439023281, -0.40059254759756663, -0.791750141711551, -0.4337625756092665, -0.5292413972754246, -0.4694977989364255, -0.5043927181546544, -0.5270558034231443, -0.46313679838010424, -0.5045111077186133, -0.5110035988659959]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.6236573028294847,52.938124634573384,0.8043795874633674,1.0898890983061162,0.0,322027.594,12.477,217.673,18458.905,135815.986,29.584,36162,36162,36162,36162,21.185856079404466,19.351364764267995,0.3,0.00040000000000000013,-0.03878798292529199,-0.014595069976583604,0.0040207004375304835,-0.08648163573716276,0.009136892900926678,2.063645432328665,0.015000000000000005
-0.2975158064319582,-0.791750141711551,-0.4800416787549066,287.0,14,0,40180,0,40180,False,140,10,e8ff8_00003,f6464e99379841caa645fbbe87c84365,2022-04-27_17-16-44,1651072604,286.22793412208557,3305.3638315200806,2741673,worker-1,10.153.51.177,3305.3638315200806,0,10,"[-0.46729954192295564, -0.4368578857430102, -0.42101596410196307, -0.5101728116890779, -0.47161284120737235, -0.5012880029904322, -0.5910447675677342, -0.5316167341052598, -0.5548594146020415, -0.45664042640778557, -0.4418061391102591, -0.5226237170677608, -0.5226467109555467, -0.5376787242871832, -0.34399498296786357, -0.3586177487349588, -0.469381940111736, -0.4757468479204611, -0.2975158064319582, -0.46572531291981545, -0.4800121679653972, -0.40034908652619483, -0.5431803794596878, -0.5294167942489714, -0.45699118051968396, -0.4502927018893801, -0.4157572914684571, -0.5335181626148069, -0.44810980952167495, -0.4631091020332883, -0.39537947497055337, -0.3837485221076371, -0.4723602675953529, -0.49513008704787737, -0.6019293312863139, -0.4792377535777119, -0.494204877715676, -0.471116001882521, -0.410063460187951, -0.47780534951548415, -0.49706540909447405, -0.5191146349660788, -0.4850245710804185, -0.5718745984358179, -0.42536494254717794, -0.4814136887643347, -0.3700882086065347, -0.43394403827901057, -0.4844632019752147, -0.533186668995743, -0.40473510322602363, -0.4712129351319763, -0.5732483331576784, -0.45230469259147915, -0.3548692953213782, -0.5492979747321822, -0.506763502305229, -0.6076631556457379, -0.4849940370216903, -0.4383860704784672, -0.3456643900856969, -0.4377102587230402, -0.45068730114494865, -0.48571761184654777, -0.4616403108344093, -0.42828528879395183, -0.39350790736041125, -0.473670365450417, -0.4969953450560425, -0.6175284905757311, -0.4330712015064791, -0.5354159130419555, -0.380683518828694, -0.46545519265816654, -0.5170655581838169, -0.7529749439023281, -0.40059254759756663, -0.791750141711551, -0.4337625756092665, -0.5292413972754246, -0.4694977989364255, -0.5043927181546544, -0.5270558034231443, -0.46313679838010424, -0.5045111077186133, -0.5110035988659959, -0.45133709366073516, -0.5309419795022884, -0.4376849996301004, -0.39557203248410394, -0.4580556482655622, -0.45348811284942075, -0.4657996115774095, -0.4521168328411584, -0.43211143661027673, -0.5411430739332765, -0.47750942802466273, -0.6240197889340029, -0.5005848245683179, -0.5479117416075218]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.5486406566679138,50.18492665273441,0.767081919593222,1.0374582486680302,0.0,318458.754,12.617,210.454,19092.042,134383.48,29.9,40180,40180,40180,40180,21.17199017199017,19.3955773955774,0.3,0.00040000000000000013,-0.039723520838124776,-0.01319925485439198,0.0023990245501565406,-0.12430091167009005,0.0058244452190715605,2.0447083154032306,0.015000000000000005
