episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,custom_metrics/risk_mean,custom_metrics/risk_min,custom_metrics/risk_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff,info/learner/default_policy/learner_stats/moment_loss_1,info/learner/default_policy/learner_stats/moment_loss_2
-0.35723395978706646,-0.7078190560271741,-0.496586150227136,287.0,14,0,4018,0,4018,False,14,1,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_15-30-33,1651066233,573.5677597522736,573.5677597522736,2725586,worker-1,10.153.51.177,573.5677597522736,0,1,0.0,0.0,0.0,"[-0.5241093618507481, -0.4631936690350295, -0.35723395978706646, -0.4502292531057409, -0.4778403599991451, -0.5406219905614144, -0.4581814676578885, -0.46453888052793, -0.5753122353262488, -0.5306871592924126, -0.5577562986969787, -0.42998157830386, -0.7078190560271741, -0.41470083300826743]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.3464710907605073,53.25599362168568,0.590945096952045,2.5214733665752957,0.0,232348.9,17.293,403.254,9963.937,340779.932,11.791,4018,4018,4018,4018,21.133580246913578,16.666543209876544,0.20000000000000004,0.00040000000000000013,0.3758320406344669,0.03343778783593187,0.024456298084365818,0.20202401607267317,0.2178298693053895,-18.291465800295594,0.015000000000000005,298.0574705076902,135673.28790057966
-0.25326968883474077,-0.7078190560271741,-0.4975072451923097,287.0,14,0,8036,0,8036,False,28,2,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_15-43-07,1651066987,753.5067386627197,1327.0744984149933,2725586,worker-1,10.153.51.177,1327.0744984149933,0,2,6.118487,0.0,46.721016,"[-0.5241093618507481, -0.4631936690350295, -0.35723395978706646, -0.4502292531057409, -0.4778403599991451, -0.5406219905614144, -0.4581814676578885, -0.46453888052793, -0.5753122353262488, -0.5306871592924126, -0.5577562986969787, -0.42998157830386, -0.7078190560271741, -0.41470083300826743, -0.5079005836329433, -0.5865794603474176, -0.5201718031134308, -0.5545197067911454, -0.46730634458258424, -0.5036789786372732, -0.5548508762149938, -0.5074156610745018, -0.25326968883474077, -0.5419677479967767, -0.4437296708654109, -0.5044313066410543, -0.5187346345277788, -0.513440298944717]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.6102406742015691,63.72039268207159,0.6867804751642411,2.999803478749734,0.0,494021.099,8.133,377.53,10642.863,339840.762,11.823,8036,8036,8036,8036,21.227187206020695,17.462370649106305,0.3,0.00040000000000000013,9113.062064238828,0.25501549811060586,9112.166607463336,-0.08938703934351604,1.2129741505821598,-18.438121418286396,0.015000000000000005,161.17969512113882,459821.2179053942
-0.25326968883474077,-0.7078190560271741,-0.49611303234291804,287.0,14,0,12054,0,12054,False,42,3,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_15-55-26,1651067726,738.6471195220947,2065.721617937088,2725586,worker-1,10.153.51.177,2065.721617937088,0,3,47.44054,0.0,518.75446,"[-0.5241093618507481, -0.4631936690350295, -0.35723395978706646, -0.4502292531057409, -0.4778403599991451, -0.5406219905614144, -0.4581814676578885, -0.46453888052793, -0.5753122353262488, -0.5306871592924126, -0.5577562986969787, -0.42998157830386, -0.7078190560271741, -0.41470083300826743, -0.5079005836329433, -0.5865794603474176, -0.5201718031134308, -0.5545197067911454, -0.46730634458258424, -0.5036789786372732, -0.5548508762149938, -0.5074156610745018, -0.25326968883474077, -0.5419677479967767, -0.4437296708654109, -0.5044313066410543, -0.5187346345277788, -0.513440298944717, -0.48043732703461517, -0.5175499937298073, -0.5383090795338678, -0.543428774647629, -0.4779783254622429, -0.5106258065610275, -0.5397055282469672, -0.43088172351167053, -0.49091226038193203, -0.48716196787969585, -0.488314942203383, -0.605794354392394, -0.31166850753133013, -0.4837759019013207]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.7536531515705325,69.24928625053204,0.7448047059434388,3.2964835448005254,0.0,577477.947,6.958,361.076,11127.848,337662.179,11.899,12054,12054,12054,12054,21.35494716618636,17.49193083573487,0.4500000000000001,0.00040000000000000013,1073775.925369816,0.1623567837660992,1073775.1863362845,-0.1044022681251649,0.6735104948571599,-18.104704044711205,0.015000000000000005,28927.386886366978,7706281529.441717
-0.25326968883474077,-0.7078190560271741,-0.4998793804667618,287.0,14,0,16072,0,16072,False,56,4,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_16-07-27,1651068447,721.1789615154266,2786.9005794525146,2725586,worker-1,10.153.51.177,2786.9005794525146,0,4,314.68903,0.0,3745.108,"[-0.5241093618507481, -0.4631936690350295, -0.35723395978706646, -0.4502292531057409, -0.4778403599991451, -0.5406219905614144, -0.4581814676578885, -0.46453888052793, -0.5753122353262488, -0.5306871592924126, -0.5577562986969787, -0.42998157830386, -0.7078190560271741, -0.41470083300826743, -0.5079005836329433, -0.5865794603474176, -0.5201718031134308, -0.5545197067911454, -0.46730634458258424, -0.5036789786372732, -0.5548508762149938, -0.5074156610745018, -0.25326968883474077, -0.5419677479967767, -0.4437296708654109, -0.5044313066410543, -0.5187346345277788, -0.513440298944717, -0.48043732703461517, -0.5175499937298073, -0.5383090795338678, -0.543428774647629, -0.4779783254622429, -0.5106258065610275, -0.5397055282469672, -0.43088172351167053, -0.49091226038193203, -0.48716196787969585, -0.488314942203383, -0.605794354392394, -0.31166850753133013, -0.4837759019013207, -0.6844530083843139, -0.5263736010336707, -0.5583498494865563, -0.5017712040798755, -0.4457974948641982, -0.4607166810299691, -0.4873471648137734, -0.4907050244623653, -0.5474037889526002, -0.46603261277751984, -0.4819331114054119, -0.5143977173710721, -0.45097849241412524, -0.5402381966606556]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.8392279412269104,72.64776292872395,0.7828015595020581,3.4635678908459986,0.0,615127.01,6.532,404.064,9943.958,334870.588,11.999,16072,16072,16072,16072,21.233891625615765,17.503054187192117,0.6750000000000002,0.00040000000000000013,67797707.69816881,0.03068833527585832,67797707.79548205,-0.06469858673311049,0.2785232419909612,-17.99151813958281,0.015000000000000005,1855027.6957776798,29782297430440.484
-0.25326968883474077,-0.7078190560271741,-0.49941989091653105,287.0,14,0,20090,0,20090,False,70,5,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_16-19-29,1651069169,721.2234036922455,3508.12398314476,2725586,worker-1,10.153.51.177,3508.12398314476,0,5,251.75122,0.0,3745.108,"[-0.5241093618507481, -0.4631936690350295, -0.35723395978706646, -0.4502292531057409, -0.4778403599991451, -0.5406219905614144, -0.4581814676578885, -0.46453888052793, -0.5753122353262488, -0.5306871592924126, -0.5577562986969787, -0.42998157830386, -0.7078190560271741, -0.41470083300826743, -0.5079005836329433, -0.5865794603474176, -0.5201718031134308, -0.5545197067911454, -0.46730634458258424, -0.5036789786372732, -0.5548508762149938, -0.5074156610745018, -0.25326968883474077, -0.5419677479967767, -0.4437296708654109, -0.5044313066410543, -0.5187346345277788, -0.513440298944717, -0.48043732703461517, -0.5175499937298073, -0.5383090795338678, -0.543428774647629, -0.4779783254622429, -0.5106258065610275, -0.5397055282469672, -0.43088172351167053, -0.49091226038193203, -0.48716196787969585, -0.488314942203383, -0.605794354392394, -0.31166850753133013, -0.4837759019013207, -0.6844530083843139, -0.5263736010336707, -0.5583498494865563, -0.5017712040798755, -0.4457974948641982, -0.4607166810299691, -0.4873471648137734, -0.4907050244623653, -0.5474037889526002, -0.46603261277751984, -0.4819331114054119, -0.5143977173710721, -0.45097849241412524, -0.5402381966606556, -0.4860868088703718, -0.5290896751313321, -0.5261224295324652, -0.5751222608905965, -0.5228854792626704, -0.4362085353517243, -0.4586275486236663, -0.5430942640249953, -0.40502879094138755, -0.4886529331398831, -0.4392101175764687, -0.5174450249423131, -0.5983924376444895, -0.44018075208613944]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.901860978302571,74.96605948677006,0.8060621601401782,3.5793613769994335,0.0,635965.848,6.318,399.537,10056.63,333628.254,12.043,20090,20090,20090,20090,21.381755424063115,17.6207100591716,1.0124999999999997,0.00040000000000000013,16.695506359396443,0.012845615609999627,16.402132404974026,0.34115218462482577,0.014524409403035314,-17.721492994985272,0.015000000000000005,54033.87812140412,959295007.4494624
-0.25326968883474077,-0.7078190560271741,-0.4957594634974301,287.0,14,0,24108,0,24108,False,84,6,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_16-31-42,1651069902,733.5804278850555,4241.704411029816,2725586,worker-1,10.153.51.177,4241.704411029816,0,6,5119.315,0.0,36360.37,"[-0.5241093618507481, -0.4631936690350295, -0.35723395978706646, -0.4502292531057409, -0.4778403599991451, -0.5406219905614144, -0.4581814676578885, -0.46453888052793, -0.5753122353262488, -0.5306871592924126, -0.5577562986969787, -0.42998157830386, -0.7078190560271741, -0.41470083300826743, -0.5079005836329433, -0.5865794603474176, -0.5201718031134308, -0.5545197067911454, -0.46730634458258424, -0.5036789786372732, -0.5548508762149938, -0.5074156610745018, -0.25326968883474077, -0.5419677479967767, -0.4437296708654109, -0.5044313066410543, -0.5187346345277788, -0.513440298944717, -0.48043732703461517, -0.5175499937298073, -0.5383090795338678, -0.543428774647629, -0.4779783254622429, -0.5106258065610275, -0.5397055282469672, -0.43088172351167053, -0.49091226038193203, -0.48716196787969585, -0.488314942203383, -0.605794354392394, -0.31166850753133013, -0.4837759019013207, -0.6844530083843139, -0.5263736010336707, -0.5583498494865563, -0.5017712040798755, -0.4457974948641982, -0.4607166810299691, -0.4873471648137734, -0.4907050244623653, -0.5474037889526002, -0.46603261277751984, -0.4819331114054119, -0.5143977173710721, -0.45097849241412524, -0.5402381966606556, -0.4860868088703718, -0.5290896751313321, -0.5261224295324652, -0.5751222608905965, -0.5228854792626704, -0.4362085353517243, -0.4586275486236663, -0.5430942640249953, -0.40502879094138755, -0.4886529331398831, -0.4392101175764687, -0.5174450249423131, -0.5983924376444895, -0.44018075208613944, -0.4333155140951742, -0.4812852131184479, -0.46212854999942604, -0.47539409446743897, -0.40996909898530626, -0.4239804468185887, -0.4245087677205864, -0.59400651479893, -0.30559066005914065, -0.5113067640944047, -0.5077074298844596, -0.4940656025603404, -0.4980568245372454, -0.6630870884874749]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.9449709982997545,76.70174297257886,0.8266338418572726,3.6624978417073826,0.0,650952.279,6.172,384.905,10438.95,334112.389,12.026,24108,24108,24108,24108,22.83990291262136,20.738058252427184,1.0124999999999997,0.00040000000000000013,20326923097.737633,0.0411709962441614,20326923097.737633,0.0004377799649392405,0.5943449237024847,-18.171806331347394,0.015000000000000005,326878564.9082661,8.59302177699222e+17
-0.25326968883474077,-0.7078190560271741,-0.4970824933048357,287.0,14,0,28126,0,28126,False,98,7,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_16-43-50,1651070630,727.831805229187,4969.536216259003,2725586,worker-1,10.153.51.177,4969.536216259003,0,7,4387.9844,0.0,36360.37,"[-0.5241093618507481, -0.4631936690350295, -0.35723395978706646, -0.4502292531057409, -0.4778403599991451, -0.5406219905614144, -0.4581814676578885, -0.46453888052793, -0.5753122353262488, -0.5306871592924126, -0.5577562986969787, -0.42998157830386, -0.7078190560271741, -0.41470083300826743, -0.5079005836329433, -0.5865794603474176, -0.5201718031134308, -0.5545197067911454, -0.46730634458258424, -0.5036789786372732, -0.5548508762149938, -0.5074156610745018, -0.25326968883474077, -0.5419677479967767, -0.4437296708654109, -0.5044313066410543, -0.5187346345277788, -0.513440298944717, -0.48043732703461517, -0.5175499937298073, -0.5383090795338678, -0.543428774647629, -0.4779783254622429, -0.5106258065610275, -0.5397055282469672, -0.43088172351167053, -0.49091226038193203, -0.48716196787969585, -0.488314942203383, -0.605794354392394, -0.31166850753133013, -0.4837759019013207, -0.6844530083843139, -0.5263736010336707, -0.5583498494865563, -0.5017712040798755, -0.4457974948641982, -0.4607166810299691, -0.4873471648137734, -0.4907050244623653, -0.5474037889526002, -0.46603261277751984, -0.4819331114054119, -0.5143977173710721, -0.45097849241412524, -0.5402381966606556, -0.4860868088703718, -0.5290896751313321, -0.5261224295324652, -0.5751222608905965, -0.5228854792626704, -0.4362085353517243, -0.4586275486236663, -0.5430942640249953, -0.40502879094138755, -0.4886529331398831, -0.4392101175764687, -0.5174450249423131, -0.5983924376444895, -0.44018075208613944, -0.4333155140951742, -0.4812852131184479, -0.46212854999942604, -0.47539409446743897, -0.40996909898530626, -0.4239804468185887, -0.4245087677205864, -0.59400651479893, -0.30559066005914065, -0.5113067640944047, -0.5077074298844596, -0.4940656025603404, -0.4980568245372454, -0.6630870884874749, -0.5907606586415429, -0.4615774424947651, -0.5363686155736556, -0.48407292815057784, -0.4952463401014779, -0.47094085584999895, -0.4870135423208378, -0.5214891492436686, -0.5101828421171515, -0.49221233028709516, -0.46386673276499424, -0.4941279605917579, -0.5776718024581317, -0.48475820949411463]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",1.9816466240292232,78.03093684969777,0.8442854298843164,3.729913653966762,0.0,662287.934,6.067,420.296,9559.918,334071.386,12.027,28126,28126,28126,28126,21.978048780487804,20.654536585365854,1.5187500000000005,0.00040000000000000013,68.23320731094448,0.012993794543448315,67.9298116266136,0.33739291673065513,0.016688353512459817,-17.670434338559385,0.015000000000000005,169842803.26881722,15518010924.593548
-0.25326968883474077,-0.7078190560271741,-0.49964751448994354,287.0,14,0,32144,0,32144,False,112,8,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_16-55-55,1651071355,725.0814838409424,5694.617700099945,2725586,worker-1,10.153.51.177,5694.617700099945,0,8,4300.2246,0.0,36360.37,"[-0.7078190560271741, -0.41470083300826743, -0.5079005836329433, -0.5865794603474176, -0.5201718031134308, -0.5545197067911454, -0.46730634458258424, -0.5036789786372732, -0.5548508762149938, -0.5074156610745018, -0.25326968883474077, -0.5419677479967767, -0.4437296708654109, -0.5044313066410543, -0.5187346345277788, -0.513440298944717, -0.48043732703461517, -0.5175499937298073, -0.5383090795338678, -0.543428774647629, -0.4779783254622429, -0.5106258065610275, -0.5397055282469672, -0.43088172351167053, -0.49091226038193203, -0.48716196787969585, -0.488314942203383, -0.605794354392394, -0.31166850753133013, -0.4837759019013207, -0.6844530083843139, -0.5263736010336707, -0.5583498494865563, -0.5017712040798755, -0.4457974948641982, -0.4607166810299691, -0.4873471648137734, -0.4907050244623653, -0.5474037889526002, -0.46603261277751984, -0.4819331114054119, -0.5143977173710721, -0.45097849241412524, -0.5402381966606556, -0.4860868088703718, -0.5290896751313321, -0.5261224295324652, -0.5751222608905965, -0.5228854792626704, -0.4362085353517243, -0.4586275486236663, -0.5430942640249953, -0.40502879094138755, -0.4886529331398831, -0.4392101175764687, -0.5174450249423131, -0.5983924376444895, -0.44018075208613944, -0.4333155140951742, -0.4812852131184479, -0.46212854999942604, -0.47539409446743897, -0.40996909898530626, -0.4239804468185887, -0.4245087677205864, -0.59400651479893, -0.30559066005914065, -0.5113067640944047, -0.5077074298844596, -0.4940656025603404, -0.4980568245372454, -0.6630870884874749, -0.5907606586415429, -0.4615774424947651, -0.5363686155736556, -0.48407292815057784, -0.4952463401014779, -0.47094085584999895, -0.4870135423208378, -0.5214891492436686, -0.5101828421171515, -0.49221233028709516, -0.46386673276499424, -0.4941279605917579, -0.5776718024581317, -0.48475820949411463, -0.4822715446779643, -0.5597075280916747, -0.4446623626243714, -0.4896732067061089, -0.4529404201269052, -0.5495175347476033, -0.45446216089407304, -0.478150957295725, -0.5612004560992433, -0.5089460683272684, -0.5068623080082252, -0.5925018584373068, -0.43981553623094305, -0.5596413769975029]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",2.083412142243349,82.19520273566557,0.8918396261773635,3.9322685315627233,0.0,670310.903,5.994,408.977,9824.505,333916.977,12.033,32144,32144,32144,32144,21.358863858961804,19.345739471106757,1.5187500000000005,0.00040000000000000013,59.18459714689563,0.02198849796287475,58.8206707888433,0.3409889329505223,0.05102996344642937,-17.629082788446897,0.015000000000000005,5310486.151990928,15281770606.658064
-0.30559066005914065,-0.6844530083843139,-0.4990401995835627,287.0,14,0,36162,0,36162,False,126,9,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_17-07-47,1651072067,711.8810801506042,6406.498780250549,2725586,worker-1,10.153.51.177,6406.498780250549,0,9,5346.9336,0.0,36360.37,"[-0.5187346345277788, -0.513440298944717, -0.48043732703461517, -0.5175499937298073, -0.5383090795338678, -0.543428774647629, -0.4779783254622429, -0.5106258065610275, -0.5397055282469672, -0.43088172351167053, -0.49091226038193203, -0.48716196787969585, -0.488314942203383, -0.605794354392394, -0.31166850753133013, -0.4837759019013207, -0.6844530083843139, -0.5263736010336707, -0.5583498494865563, -0.5017712040798755, -0.4457974948641982, -0.4607166810299691, -0.4873471648137734, -0.4907050244623653, -0.5474037889526002, -0.46603261277751984, -0.4819331114054119, -0.5143977173710721, -0.45097849241412524, -0.5402381966606556, -0.4860868088703718, -0.5290896751313321, -0.5261224295324652, -0.5751222608905965, -0.5228854792626704, -0.4362085353517243, -0.4586275486236663, -0.5430942640249953, -0.40502879094138755, -0.4886529331398831, -0.4392101175764687, -0.5174450249423131, -0.5983924376444895, -0.44018075208613944, -0.4333155140951742, -0.4812852131184479, -0.46212854999942604, -0.47539409446743897, -0.40996909898530626, -0.4239804468185887, -0.4245087677205864, -0.59400651479893, -0.30559066005914065, -0.5113067640944047, -0.5077074298844596, -0.4940656025603404, -0.4980568245372454, -0.6630870884874749, -0.5907606586415429, -0.4615774424947651, -0.5363686155736556, -0.48407292815057784, -0.4952463401014779, -0.47094085584999895, -0.4870135423208378, -0.5214891492436686, -0.5101828421171515, -0.49221233028709516, -0.46386673276499424, -0.4941279605917579, -0.5776718024581317, -0.48475820949411463, -0.4822715446779643, -0.5597075280916747, -0.4446623626243714, -0.4896732067061089, -0.4529404201269052, -0.5495175347476033, -0.45446216089407304, -0.478150957295725, -0.5612004560992433, -0.5089460683272684, -0.5068623080082252, -0.5925018584373068, -0.43981553623094305, -0.5596413769975029, -0.5357497547711206, -0.530818588558634, -0.6538932065666802, -0.4020806291809014, -0.47669780068144396, -0.44137588294036945, -0.551195753907154, -0.4135408770703311, -0.5074803727599974, -0.4497645608744028, -0.49940689790295667, -0.49562366676483993, -0.5260317529696379, -0.5239504821811598]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",2.1378977333877534,84.37974178637711,0.921029886534937,4.044008061603249,0.0,675898.93,5.945,433.446,9269.892,332805.545,12.073,36162,36162,36162,36162,21.171556886227545,19.303692614770462,2.2781249999999993,0.00040000000000000013,2443514498.772719,0.15139048808137204,2443514497.0379763,0.001783874919337611,1.7675133866428858,-18.98550780101489,0.015000000000000005,75405952.6609879,2.5396966234739876e+16
-0.16230850275771969,-0.6844530083843139,-0.48943478066245283,287.0,14,0,40180,0,40180,False,140,10,d3167_00000,112c6a6c63f640bdb5d7c9e760e07ffa,2022-04-27_17-20-02,1651072802,734.1056935787201,7140.604473829269,2725586,worker-1,10.153.51.177,7140.604473829269,0,10,5329.892,0.0,36360.37,"[-0.31166850753133013, -0.4837759019013207, -0.6844530083843139, -0.5263736010336707, -0.5583498494865563, -0.5017712040798755, -0.4457974948641982, -0.4607166810299691, -0.4873471648137734, -0.4907050244623653, -0.5474037889526002, -0.46603261277751984, -0.4819331114054119, -0.5143977173710721, -0.45097849241412524, -0.5402381966606556, -0.4860868088703718, -0.5290896751313321, -0.5261224295324652, -0.5751222608905965, -0.5228854792626704, -0.4362085353517243, -0.4586275486236663, -0.5430942640249953, -0.40502879094138755, -0.4886529331398831, -0.4392101175764687, -0.5174450249423131, -0.5983924376444895, -0.44018075208613944, -0.4333155140951742, -0.4812852131184479, -0.46212854999942604, -0.47539409446743897, -0.40996909898530626, -0.4239804468185887, -0.4245087677205864, -0.59400651479893, -0.30559066005914065, -0.5113067640944047, -0.5077074298844596, -0.4940656025603404, -0.4980568245372454, -0.6630870884874749, -0.5907606586415429, -0.4615774424947651, -0.5363686155736556, -0.48407292815057784, -0.4952463401014779, -0.47094085584999895, -0.4870135423208378, -0.5214891492436686, -0.5101828421171515, -0.49221233028709516, -0.46386673276499424, -0.4941279605917579, -0.5776718024581317, -0.48475820949411463, -0.4822715446779643, -0.5597075280916747, -0.4446623626243714, -0.4896732067061089, -0.4529404201269052, -0.5495175347476033, -0.45446216089407304, -0.478150957295725, -0.5612004560992433, -0.5089460683272684, -0.5068623080082252, -0.5925018584373068, -0.43981553623094305, -0.5596413769975029, -0.5357497547711206, -0.530818588558634, -0.6538932065666802, -0.4020806291809014, -0.47669780068144396, -0.44137588294036945, -0.551195753907154, -0.4135408770703311, -0.5074803727599974, -0.4497645608744028, -0.49940689790295667, -0.49562366676483993, -0.5260317529696379, -0.5239504821811598, -0.4040056090275569, -0.5157922129707316, -0.460831809208885, -0.4871501353829712, -0.46151656145325487, -0.16230850275771969, -0.5231512599921591, -0.48793958927829095, -0.4682794267081194, -0.42744055085834226, -0.4509872037821326, -0.4199159439612662, -0.5236680306066303, -0.38974628895867997]","[287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287, 287]",2.1643630255519044,85.48426531325887,0.9383537075098257,4.090328149657555,0.0,680922.477,5.901,421.939,9522.693,332754.631,12.075,40180,40180,40180,40180,21.230628019323667,19.38144927536232,3.417187499999999,0.00040000000000000013,123.87305380708428,0.010994649814662113,123.57120613872364,0.34102125635711095,0.0077013351183991925,-17.63572404512795,0.015000000000000005,7588080.784786627,22854361200.309677
